"Interval start","Graph 1"
"0.000","3"
"1.000","97"
"2.000","87"
"3.000","106"
"4.000","53"
"5.000","10"
"6.000","3"
"7.000","2"
"8.000","8"
"9.000","124"
"10.000","130"
"11.000","184"
"12.000","200"
"13.000","203"
"14.000","205"
"15.000","204"
"16.000","208"
"17.000","209"
"18.000","206"
"19.000","203"
"20.000","211"
"21.000","206"
"22.000","209"
"23.000","207"
"24.000","215"
"25.000","206"
"26.000","206"
"27.000","209"
"28.000","208"
"29.000","190"
"30.000","195"
"31.000","196"
"32.000","207"
"33.000","203"
"34.000","210"
"35.000","202"
"36.000","208"
"37.000","207"
"38.000","208"
"39.000","205"
"40.000","209"
"41.000","200"
"42.000","207"
"43.000","188"
"44.000","202"
"45.000","205"
"46.000","193"
"47.000","199"
"48.000","202"
"49.000","193"
"50.000","198"
"51.000","198"
"52.000","202"
"53.000","198"
"54.000","193"
"55.000","195"
"56.000","204"
"57.000","196"
"58.000","204"
"59.000","200"
"60.000","207"
"61.000","193"
"62.000","206"
"63.000","203"
"64.000","196"
"65.000","206"
"66.000","200"
"67.000","204"
"68.000","201"
"69.000","207"
"70.000","206"
"71.000","206"
"72.000","206"
"73.000","195"
"74.000","199"
"75.000","195"
"76.000","205"
"77.000","205"
"78.000","197"
"79.000","195"
"80.000","197"
"81.000","207"
"82.000","200"
"83.000","204"
"84.000","205"
"85.000","194"
"86.000","198"
"87.000","202"
"88.000","204"
"89.000","197"
"90.000","197"
"91.000","194"
"92.000","196"
"93.000","197"
"94.000","199"
"95.000","205"
"96.000","193"
"97.000","199"
"98.000","201"
"99.000","192"
"100.000","207"
"101.000","206"
"102.000","218"
"103.000","192"
"104.000","200"
"105.000","197"
"106.000","205"
"107.000","205"
"108.000","203"
"109.000","193"
"110.000","201"
"111.000","200"
"112.000","200"
"113.000","196"
"114.000","199"
"115.000","195"
"116.000","204"
"117.000","195"
"118.000","200"
"119.000","201"
"120.000","196"
"121.000","197"
"122.000","204"
"123.000","202"
"124.000","197"
"125.000","204"
"126.000","201"
"127.000","197"
"128.000","201"
"129.000","203"
"130.000","206"
"131.000","195"
"132.000","198"
"133.000","189"
"134.000","196"
"135.000","207"
"136.000","211"
"137.000","201"
"138.000","203"
"139.000","197"
"140.000","208"
"141.000","200"
"142.000","203"
"143.000","204"
"144.000","205"
"145.000","188"
"146.000","208"
"147.000","204"
"148.000","202"
"149.000","195"
"150.000","207"
"151.000","216"
"152.000","210"
"153.000","192"
"154.000","234"
"155.000","140"
"156.000","181"
"157.000","211"
"158.000","219"
"159.000","206"
"160.000","219"
"161.000","228"
"162.000","172"
"163.000","230"
"164.000","164"
"165.000","218"
"166.000","224"
"167.000","233"
"168.000","214"
"169.000","225"
"170.000","136"
"171.000","214"
"172.000","231"
"173.000","129"
"174.000","128"
"175.000","209"
"176.000","224"
"177.000","202"
"178.000","216"
"179.000","231"
"180.000","129"
"181.000","137"
"182.000","222"
"183.000","161"
"184.000","128"
"185.000","148"
"186.000","215"
"187.000","206"
"188.000","129"
"189.000","145"
"190.000","215"
"191.000","201"
"192.000","207"
"193.000","203"
"194.000","202"
"195.000","206"
"196.000","209"
"197.000","208"
"198.000","202"
"199.000","193"
"200.000","208"
"201.000","206"
"202.000","205"
"203.000","208"
"204.000","212"
"205.000","199"
"206.000","219"
"207.000","206"
"208.000","210"
"209.000","204"
"210.000","211"
"211.000","198"
"212.000","205"
"213.000","207"
"214.000","205"
"215.000","217"
"216.000","188"
"217.000","150"
"218.000","210"
"219.000","216"
"220.000","197"
"221.000","151"
"222.000","211"
"223.000","222"
"224.000","171"
"225.000","178"
"226.000","206"
"227.000","225"
"228.000","207"
"229.000","200"
"230.000","210"
"231.000","205"
"232.000","208"
"233.000","204"
"234.000","201"
"235.000","221"
"236.000","209"
"237.000","212"
"238.000","208"
"239.000","203"
"240.000","204"
"241.000","191"
"242.000","206"
"243.000","206"
"244.000","194"
"245.000","203"
"246.000","203"
"247.000","189"
"248.000","201"
"249.000","197"
"250.000","204"
"251.000","200"
"252.000","200"
"253.000","197"
"254.000","200"
"255.000","200"
"256.000","204"
"257.000","205"
"258.000","194"
"259.000","195"
"260.000","200"
"261.000","191"
"262.000","200"
"263.000","191"
"264.000","201"
"265.000","189"
"266.000","210"
"267.000","203"
"268.000","196"
"269.000","197"
"270.000","201"
"271.000","196"
"272.000","199"
"273.000","193"
"274.000","202"
"275.000","195"
"276.000","206"
"277.000","197"
"278.000","200"
"279.000","197"
"280.000","196"
"281.000","201"
"282.000","191"
"283.000","191"
"284.000","201"
"285.000","200"
"286.000","200"
"287.000","197"
"288.000","203"
"289.000","188"
"290.000","201"
"291.000","201"
"292.000","204"
"293.000","197"
"294.000","197"
"295.000","199"
"296.000","210"
"297.000","218"
"298.000","211"
"299.000","202"
"300.000","195"
"301.000","198"
"302.000","185"
"303.000","199"
"304.000","196"
"305.000","203"
"306.000","203"
"307.000","186"
"308.000","201"
"309.000","190"
"310.000","195"
"311.000","198"
"312.000","196"
"313.000","194"
"314.000","200"
"315.000","202"
"316.000","202"
"317.000","200"
"318.000","195"
"319.000","197"
"320.000","198"
"321.000","191"
"322.000","202"
"323.000","90"
"324.000","30"
"325.000","3"
"326.000","6"
"327.000","2"
"328.000","3"
"329.000","2"
