"Interval start","Graph 1"
"0.000","564"
"1.000","92"
"2.000","48735"
"3.000","37558"
"4.000","84969"
"5.000","2781"
"6.000","2823"
"7.000","5913"
"8.000","93445"
"9.000","138433"
"10.000","133321"
"11.000","137504"
"12.000","141630"
"13.000","144147"
"14.000","143518"
"15.000","143163"
"16.000","139745"
"17.000","142525"
"18.000","142912"
"19.000","143924"
"20.000","144952"
"21.000","142672"
"22.000","141313"
"23.000","147035"
"24.000","144570"
"25.000","143383"
"26.000","143478"
"27.000","144912"
"28.000","137165"
"29.000","143867"
"30.000","144208"
"31.000","144587"
"32.000","144299"
"33.000","141854"
"34.000","138018"
"35.000","146538"
"36.000","145178"
"37.000","145985"
"38.000","148135"
"39.000","154052"
"40.000","152437"
"41.000","154303"
"42.000","155964"
"43.000","155946"
"44.000","157073"
"45.000","155321"
"46.000","149760"
"47.000","155628"
"48.000","155392"
"49.000","155468"
"50.000","155158"
"51.000","157639"
"52.000","150858"
"53.000","158002"
"54.000","160390"
"55.000","156275"
"56.000","154255"
"57.000","153535"
"58.000","147143"
"59.000","153279"
"60.000","153677"
"61.000","154250"
"62.000","154013"
"63.000","153101"
"64.000","145789"
"65.000","154059"
"66.000","154121"
"67.000","145293"
"68.000","145690"
"69.000","144677"
"70.000","140623"
"71.000","149939"
"72.000","157449"
"73.000","159014"
"74.000","155336"
"75.000","156571"
"76.000","149452"
"77.000","155428"
"78.000","157894"
"79.000","155446"
"80.000","156979"
"81.000","158637"
"82.000","152964"
"83.000","156124"
"84.000","157850"
"85.000","156854"
"86.000","158202"
"87.000","155138"
"88.000","151234"
"89.000","159448"
"90.000","155499"
"91.000","156324"
"92.000","157711"
"93.000","160465"
"94.000","147953"
"95.000","154742"
"96.000","158991"
"97.000","159869"
"98.000","149720"
"99.000","148880"
"100.000","129529"
"101.000","141538"
"102.000","154539"
"103.000","149414"
"104.000","158716"
"105.000","153330"
"106.000","146015"
"107.000","154200"
"108.000","153382"
"109.000","153216"
"110.000","153303"
"111.000","153766"
"112.000","148233"
"113.000","153268"
"114.000","156757"
"115.000","155717"
"116.000","155538"
"117.000","154961"
"118.000","147165"
"119.000","153844"
"120.000","153436"
"121.000","154928"
"122.000","154447"
"123.000","153681"
"124.000","149214"
"125.000","152638"
"126.000","156609"
"127.000","152583"
"128.000","154812"
"129.000","154575"
"130.000","150431"
"131.000","154898"
"132.000","157424"
"133.000","143711"
"134.000","139410"
"135.000","152995"
"136.000","146130"
"137.000","146630"
"138.000","148266"
"139.000","151235"
"140.000","152229"
"141.000","142829"
"142.000","141600"
"143.000","151232"
"144.000","151372"
