"Interval start","Graph 1"
"0.000","648"
"1.000","13827"
"2.000","69087"
"3.000","50560"
"4.000","38311"
"5.000","13826"
"6.000","160454"
"7.000","139997"
"8.000","143797"
"9.000","142320"
"10.000","131673"
"11.000","138574"
"12.000","145071"
"13.000","123096"
"14.000","141985"
"15.000","135313"
"16.000","135839"
"17.000","136150"
"18.000","136227"
"19.000","130906"
"20.000","137294"
"21.000","144265"
"22.000","126340"
"23.000","138273"
"24.000","136377"
"25.000","134548"
"26.000","132811"
"27.000","137598"
"28.000","143863"
"29.000","123472"
"30.000","145900"
"31.000","130912"
"32.000","134305"
"33.000","139440"
"34.000","133101"
"35.000","134428"
"36.000","137353"
"37.000","143654"
"38.000","123097"
"39.000","145414"
"40.000","144071"
"41.000","119776"
"42.000","140381"
"43.000","137976"
"44.000","133415"
"45.000","135942"
"46.000","138933"
"47.000","128556"
"48.000","141631"
"49.000","142386"
"50.000","127649"
"51.000","142050"
"52.000","140871"
"53.000","133236"
"54.000","133101"
"55.000","139052"
"56.000","128399"
"57.000","138080"
"58.000","142349"
"59.000","138084"
"60.000","106152"
"61.000","140629"
"62.000","134391"
"63.000","136285"
"64.000","136047"
"65.000","140484"
"66.000","151091"
"67.000","132183"
"68.000","144487"
"69.000","124860"
"70.000","139529"
"71.000","134494"
"72.000","134787"
"73.000","137844"
"74.000","142169"
"75.000","142659"
"76.000","130351"
"77.000","146830"
"78.000","121789"
"79.000","143128"
"80.000","136501"
"81.000","134428"
"82.000","134391"
"83.000","137778"
"84.000","128850"
"85.000","139590"
"86.000","144989"
"87.000","127618"
"88.000","135215"
"89.000","142190"
"90.000","133473"
"91.000","134513"
"92.000","134391"
"93.000","144604"
"94.000","124426"
"95.000","144905"
"96.000","131713"
"97.000","136822"
"98.000","139015"
"99.000","135220"
"100.000","135069"
"101.000","137456"
"102.000","138933"
"103.000","128296"
"104.000","146298"
"105.000","130415"
"106.000","138801"
"107.000","136084"
"108.000","132745"
"109.000","138232"
"110.000","142557"
"111.000","142328"
"112.000","128833"
"113.000","143900"
"114.000","56000"
"115.000","6598"
"116.000","6665"
"117.000","6990"
"118.000","6613"
"119.000","7374"
"120.000","7261"
"121.000","6814"
"122.000","6695"
"123.000","10035"
"124.000","7665"
"125.000","6650"
"126.000","6613"
"127.000","6806"
"128.000","6665"
"129.000","7426"
"130.000","7209"
"131.000","6598"
"132.000","6665"
"133.000","7038"
"134.000","6821"
"135.000","6598"
"136.000","6665"
"137.000","6858"
"138.000","6613"
"139.000","7374"
"140.000","7261"
"141.000","6650"
"142.000","6695"
"143.000","6986"
"144.000","7037"
"145.000","6650"
"146.000","6613"
"147.000","6858"
"148.000","6613"
"149.000","7426"
"150.000","7209"
"151.000","6650"
"152.000","6613"
"153.000","7038"
"154.000","6821"
"155.000","6650"
"156.000","6613"
"157.000","6858"
"158.000","6613"
"159.000","7374"
"160.000","7261"
"161.000","6650"
"162.000","6613"
"163.000","7038"
"164.000","6903"
"165.000","6732"
"166.000","6673"
"167.000","6940"
"168.000","6613"
"169.000","7374"
"170.000","7261"
"171.000","6650"
"172.000","6613"
"173.000","7038"
"174.000","6821"
"175.000","6650"
"176.000","6613"
"177.000","6806"
"178.000","6665"
"179.000","7374"
"180.000","7261"
"181.000","6730"
"182.000","6711"
"183.000","9936"
"184.000","6821"
"185.000","6598"
"186.000","7910"
"187.000","6940"
"188.000","6755"
"189.000","7374"
"190.000","7261"
"191.000","6696"
"192.000","6613"
"193.000","6986"
"194.000","6873"
"195.000","6650"
"196.000","6613"
"197.000","6806"
"198.000","6665"
"199.000","7426"
"200.000","7209"
"201.000","6598"
"202.000","7395"
"203.000","7130"
"204.000","6913"
"205.000","6598"
"206.000","6665"
"207.000","6858"
"208.000","6695"
"209.000","7374"
"210.000","7425"
