"Interval start","Graph 1"
"0.000","4"
"1.000","35"
"2.000","123"
"3.000","105"
"4.000","73"
"5.000","39"
"6.000","203"
"7.000","174"
"8.000","170"
"9.000","170"
"10.000","173"
"11.000","187"
"12.000","171"
"13.000","172"
"14.000","177"
"15.000","170"
"16.000","163"
"17.000","166"
"18.000","165"
"19.000","161"
"20.000","191"
"21.000","174"
"22.000","148"
"23.000","200"
"24.000","169"
"25.000","166"
"26.000","161"
"27.000","166"
"28.000","171"
"29.000","176"
"30.000","182"
"31.000","170"
"32.000","176"
"33.000","170"
"34.000","163"
"35.000","164"
"36.000","164"
"37.000","170"
"38.000","184"
"39.000","173"
"40.000","172"
"41.000","182"
"42.000","166"
"43.000","170"
"44.000","168"
"45.000","165"
"46.000","166"
"47.000","171"
"48.000","189"
"49.000","171"
"50.000","167"
"51.000","190"
"52.000","179"
"53.000","164"
"54.000","163"
"55.000","168"
"56.000","173"
"57.000","185"
"58.000","170"
"59.000","170"
"60.000","176"
"61.000","169"
"62.000","163"
"63.000","173"
"64.000","164"
"65.000","168"
"66.000","175"
"67.000","159"
"68.000","201"
"69.000","178"
"70.000","169"
"71.000","165"
"72.000","169"
"73.000","168"
"74.000","169"
"75.000","175"
"76.000","187"
"77.000","174"
"78.000","172"
"79.000","178"
"80.000","167"
"81.000","164"
"82.000","163"
"83.000","167"
"84.000","164"
"85.000","191"
"86.000","170"
"87.000","158"
"88.000","188"
"89.000","177"
"90.000","165"
"91.000","164"
"92.000","163"
"93.000","168"
"94.000","169"
"95.000","191"
"96.000","174"
"97.000","186"
"98.000","167"
"99.000","168"
"100.000","167"
"101.000","166"
"102.000","166"
"103.000","160"
"104.000","199"
"105.000","187"
"106.000","164"
"107.000","165"
"108.000","160"
"109.000","170"
"110.000","171"
"111.000","172"
"112.000","186"
"113.000","172"
"114.000","114"
"115.000","26"
"116.000","27"
"117.000","30"
"118.000","26"
"119.000","30"
"120.000","30"
"121.000","29"
"122.000","27"
"123.000","37"
"124.000","40"
"125.000","27"
"126.000","26"
"127.000","27"
"128.000","27"
"129.000","31"
"130.000","29"
"131.000","26"
"132.000","27"
"133.000","29"
"134.000","27"
"135.000","26"
"136.000","27"
"137.000","28"
"138.000","26"
"139.000","30"
"140.000","30"
"141.000","27"
"142.000","27"
"143.000","28"
"144.000","30"
"145.000","27"
"146.000","26"
"147.000","28"
"148.000","26"
"149.000","31"
"150.000","29"
"151.000","27"
"152.000","26"
"153.000","29"
"154.000","27"
"155.000","27"
"156.000","26"
"157.000","28"
"158.000","26"
"159.000","30"
"160.000","30"
"161.000","27"
"162.000","26"
"163.000","29"
"164.000","28"
"165.000","28"
"166.000","27"
"167.000","29"
"168.000","26"
"169.000","30"
"170.000","30"
"171.000","27"
"172.000","26"
"173.000","29"
"174.000","27"
"175.000","27"
"176.000","26"
"177.000","27"
"178.000","27"
"179.000","30"
"180.000","30"
"181.000","28"
"182.000","28"
"183.000","37"
"184.000","27"
"185.000","26"
"186.000","39"
"187.000","29"
"188.000","28"
"189.000","30"
"190.000","30"
"191.000","28"
"192.000","26"
"193.000","28"
"194.000","28"
"195.000","27"
"196.000","26"
"197.000","27"
"198.000","27"
"199.000","31"
"200.000","29"
"201.000","26"
"202.000","33"
"203.000","30"
"204.000","28"
"205.000","26"
"206.000","27"
"207.000","28"
"208.000","27"
"209.000","30"
"210.000","32"
"211.000","27"
"212.000","26"
"213.000","29"
"214.000","27"
"215.000","27"
"216.000","26"
"217.000","28"
"218.000","26"
"219.000","31"
"220.000","29"
"221.000","27"
"222.000","26"
"223.000","29"
"224.000","27"
"225.000","27"
"226.000","26"
"227.000","28"
"228.000","26"
"229.000","31"
"230.000","30"
"231.000","28"
"232.000","26"
"233.000","30"
"234.000","27"
"235.000","27"
"236.000","26"
"237.000","28"
"238.000","26"
"239.000","31"
"240.000","29"
"241.000","27"
"242.000","26"
"243.000","29"
"244.000","27"
"245.000","27"
"246.000","26"
"247.000","28"
"248.000","26"
"249.000","31"
"250.000","29"
"251.000","27"
"252.000","27"
"253.000","28"
"254.000","30"
"255.000","27"
"256.000","26"
"257.000","28"
"258.000","26"
"259.000","31"
"260.000","34"
"261.000","28"
"262.000","27"
"263.000","26"
"264.000","30"
"265.000","27"
"266.000","26"
"267.000","27"
"268.000","27"
"269.000","31"
"270.000","29"
"271.000","26"
"272.000","27"
"273.000","27"
"274.000","30"
"275.000","26"
"276.000","29"
"277.000","28"
"278.000","26"
"279.000","31"
"280.000","27"
"281.000","29"
"282.000","26"
"283.000","27"
"284.000","29"
"285.000","27"
"286.000","26"
"287.000","28"
"288.000","26"
"289.000","31"
"290.000","27"
"291.000","29"
"292.000","26"
"293.000","27"
"294.000","29"
"295.000","27"
"296.000","27"
"297.000","29"
"298.000","26"
"299.000","32"
"300.000","27"
"301.000","29"
"302.000","26"
"303.000","27"
"304.000","32"
"305.000","30"
"306.000","28"
"307.000","32"
"308.000","26"
"309.000","29"
"310.000","29"
"311.000","31"
"312.000","27"
"313.000","27"
"314.000","29"
"315.000","27"
"316.000","26"
"317.000","28"
"318.000","27"
"319.000","35"
"320.000","31"
"321.000","30"
"322.000","26"
"323.000","27"
"324.000","29"
"325.000","27"
"326.000","26"
"327.000","28"
"328.000","0"
"329.000","3"
"330.000","2"
"331.000","3"
